/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_070.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_070.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_070.jpg, 0, 0, 0, 7.949153E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_170.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_170.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_170.jpg, 0, 0, 0, 7.772683E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_285.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_285.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_285.jpg, 0, 0, 0, 8.032497E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_387.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_387.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_387.jpg, 0, 0, 0, 8.084031E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_490.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_490.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_490.jpg, 0, 0, 0, 7.808507E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_599.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_599.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_599.jpg, 0, 0, 0, 7.826068E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_704.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_704.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_704.jpg, 0, 0, 0, 7.799019E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_806.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_806.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_806.jpg, 0, 0, 0, 7.851851E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_11_914.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_11_914.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_11_914.jpg, 0, 0, 0, 7.777298E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_12_019.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_12_019.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_12_019.jpg, 0, 0, 0, 7.850552E-05
/Users/a/Desktop/Data/IMG/center_2021_02_21_12_27_12_122.jpg, /Users/a/Desktop/Data/IMG/left_2021_02_21_12_27_12_122.jpg, /Users/a/Desktop/Data/IMG/right_2021_02_21_12_27_12_122.jpg, 0, 0, 0, 7.790601E-05
